NmZ,N,Z,A,El,Mass_Excess,Binding_Energy,Beta_decay_Energy,AMU
1,1,0,1,n,8071.31806,0.0,782.3469848632812,8664.9159
-1,0,1,1,H,7288.971064,0.0,0.0,7825.031898
0,1,1,2,H,13135.722895,1112.2831,0.0,14101.777844
1,2,1,3,H,14949.8109,2827.2654,18.59202003479004,16049.28132
-1,1,2,3,He,14931.21888,2572.68044,-13736.0,16029.32197
-3,0,3,3,Li,28667.0,2267.0,0.0,30775.0
2,3,1,4,H,24621.129,1720.4491,22196.212890625,26431.867
0,2,2,4,He,2424.91587,7073.9156,-22898.2734375,2603.25413
-2,1,3,4,Li,25323.19,1153.7603,0.0,27185.561
3,4,1,5,H,32892.447,1336.3592,21661.212890625,35311.492
1,3,2,5,He,11231.234,5512.1325,-447.65289306640625,12057.224
-1,2,3,5,Li,11678.887,5266.1325,-25460.0,12537.8
-3,1,4,5,Be,37139.0,18.0,0.0,39870.0
4,5,1,6,H,41875.725,961.6395,24283.62890625,44955.437
2,4,2,6,He,17592.095,4878.5199,3505.214599609375,18885.889
0,3,3,6,Li,14086.88044,5332.3312,-4288.1533203125,15122.88742
-2,2,4,6,Be,18375.034,4487.2478,-28945.0,19726.409
-4,1,5,6,B,47320.0,-467.0,0.0,50800.0
5,6,1,7,H,49135.0,940.0,23062.0,52749.0
3,5,2,7,He,26073.128,4123.0578,11166.0224609375,27990.652
1,4,3,7,Li,14907.10463,5606.4401,-861.8930053710938,16003.43426
-1,3,4,7,Be,15768.998,5371.5487,-11907.5546875,16928.714
-3,2,5,7,B,27676.553,3558.7055,0.0,29712.0
4,6,2,8,He,31609.683,3924.521,10663.8779296875,33934.388
2,5,3,8,Li,20945.805,5159.7124,16004.1328125,22486.244
0,4,4,8,Be,4941.672,7062.4356,-17979.896484375,5305.102
-2,3,5,8,B,22921.569,4717.1551,-12142.7001953125,24607.315
-4,2,6,8,C,35064.269,3101.5242,0.0,37643.039
5,7,2,9,He,40935.826,3349.038,15980.9208984375,43946.414
3,6,3,9,Li,24954.905,5037.7685,13606.4541015625,26790.191
1,5,4,9,Be,11348.451,6462.6693,-1068.034912109375,12183.062
-1,4,5,9,B,12416.486,6257.0713,-16494.486328125,13329.645
-3,3,6,9,C,28910.971,4337.4233,0.0,31037.202
6,8,2,10,He,49197.147,2995.134,16144.51953125,52815.306
4,7,3,10,Li,33052.628,4531.3512,20445.140625,35483.453
2,6,4,10,Be,12607.487,6497.6306,556.8759155273438,13534.692
0,5,5,10,B,12050.611,6475.0835,-3648.062255859375,12936.862
-2,4,6,10,C,15698.673,6032.0426,-23101.35546875,16853.217
-4,3,7,10,N,38800.027,3643.6724,0.0,41653.54
5,8,3,11,Li,40728.259,4155.3817,20551.08984375,43723.581
3,7,4,11,Be,20177.169,5952.5402,11509.4609375,21661.08
1,6,5,11,B,8667.708,6927.7323,-1981.6888427734375,9305.166
-1,5,6,11,C,10649.397,6676.4563,-13716.2470703125,11432.597
-3,4,7,11,N,24365.644,5358.4023,-23373.26953125,26157.593
-5,3,8,11,O,47738.913,3162.4372,0.0,51249.828
6,9,3,12,Li,49009.577,3791.5999,23931.814453125,52613.942
4,8,4,12,Be,25077.761,5720.7223,11708.36328125,26922.082
2,7,5,12,B,13369.398,6631.2237,13369.3974609375,14352.638
0,6,6,12,C,0.0,7680.1446,-17338.068359375,0.0
-2,5,7,12,N,17338.068,6170.11,-14675.2666015625,18613.18
-4,4,8,12,O,32013.335,4881.9755,0.0,34367.726
7,10,3,13,Li,56980.895,3507.6307,23321.814453125,61171.503
5,9,4,13,Be,33659.08,5241.4359,17097.130859375,36134.506
3,8,5,13,B,16561.948,6496.4194,13436.9384765625,17779.981
1,7,6,13,C,3125.00933,7469.8495,-2220.4716796875,3354.83534
-1,6,7,13,N,5345.481,7238.8634,-17769.951171875,5738.609
-3,5,8,13,O,23115.432,5811.7636,-18915.0,24815.435
-5,4,9,13,F,42030.0,4297.0,0.0,45121.0
6,10,4,14,Be,39954.502,4993.8973,16290.81640625,42892.92
4,9,5,14,B,23663.686,6101.6451,20643.79296875,25404.01
2,8,6,14,C,3019.89328,7520.3198,156.47650146484375,3241.98862
0,7,7,14,N,2863.41683,7475.6148,-5144.3642578125,3074.00425
-2,6,8,14,O,8007.781,7052.2783,-23956.62109375,8596.706
-4,5,9,14,F,31964.403,5285.2091,0.0,34315.196
7,11,4,15,Be,49825.821,4540.9708,20868.44140625,53490.215
5,10,5,15,B,28957.379,5880.0438,19084.234375,31087.023
3,9,6,15,C,9873.145,7100.1696,9771.70703125,10599.256
1,8,7,15,N,101.43809,7699.4603,-2754.18408203125,108.89827
-1,7,8,15,O,2855.622,7463.6915,-13711.1298828125,3065.636
-3,6,9,15,F,16566.752,6497.4597,-23648.62109375,17785.139
-5,5,10,15,Ne,40215.374,4868.7285,0.0,43172.977
8,12,4,16,Be,57447.139,4285.2851,20335.439453125,61672.036
6,11,5,16,B,37111.699,5507.3535,23417.56640625,39841.045
4,10,6,16,C,13694.133,6922.0546,8010.22607421875,14701.255
2,9,7,16,N,5683.907,7373.7971,10420.9091796875,6101.925
0,8,8,16,O,-4737.00217,7976.2072,-15412.18359375,994914.61926
-2,7,9,16,F,10675.182,6964.049,-13311.5927734375,11460.278
-4,6,10,16,Ne,23986.775,6083.1777,0.0,25750.86
7,12,5,17,B,43716.322,5269.6677,22684.44140625,46931.399
5,11,6,17,C,21031.88,6558.0262,13161.80078125,22578.65
3,10,7,17,N,7870.079,7286.2294,8678.8427734375,8448.876
1,9,8,17,O,-808.76421,7750.7291,-2760.465576171875,999131.75595
-1,8,9,17,F,1951.701,7542.3284,-14548.7509765625,2095.237
-3,7,10,17,Ne,16500.452,6640.4991,-18219.126953125,17713.962
-5,6,11,17,Na,34719.58,5522.7653,0.0,37273.0
8,13,5,18,B,51792.64,4976.6306,26873.375,55601.683
6,12,6,18,C,24919.266,6426.1321,11806.0986328125,26751.93
4,11,7,18,N,13113.167,7038.5627,13895.9833984375,14077.563
2,10,8,18,O,-782.81634,7767.0981,-1655.9288330078125,999159.61214
0,9,9,18,F,873.112,7631.6383,-4444.5048828125,937.324
-2,8,10,18,Ne,5317.617,7341.2577,-19720.375,5708.696
-4,7,11,18,Na,25037.992,6202.2176,0.0,26879.388
9,14,5,19,B,59770.251,4719.6346,27356.49609375,64166.0
7,13,6,19,C,32413.754,6118.274,16557.5,34797.594
5,12,7,19,N,15856.255,6948.5452,12523.3974609375,17022.389
3,11,8,19,O,3332.858,7566.4952,4820.302734375,3577.969
1,10,9,19,F,-1487.44512,7779.0192,-3239.49853515625,998403.16207
-1,9,10,19,Ne,1752.054,7567.3431,-11177.3310546875,1880.906
-3,8,11,19,Na,12929.384,6937.8864,-18909.009765625,13880.264
-5,7,12,19,Mg,31838.394,5901.4992,0.0,34179.92
10,15,5,20,B,69401.569,4405.6529,31898.001953125,74505.644
8,14,6,20,C,37503.567,5961.4356,15737.0693359375,40261.732
6,13,7,20,N,21766.498,6709.1717,17970.326171875,23367.295
4,12,8,20,O,3796.172,7568.5707,3813.635009765625,4075.357
2,11,9,20,F,-17.463,7720.1351,7024.46875,999981.252
0,10,10,20,Ne,-7041.93217,8032.2412,-13892.4208984375,992440.17525
-2,9,11,20,Na,6850.489,7298.5028,-10627.205078125,7354.301
-4,8,12,20,Mg,17477.694,6728.0252,0.0,18763.075
11,16,5,21,B,78382.887,4152.5265,32740.0,84147.485
9,15,6,21,C,45643.0,5674.0,20411.0,49000.0
7,14,7,21,N,25231.915,6609.0159,17169.880859375,27087.573
5,13,8,21,O,8062.034,7389.3747,8109.63916015625,8654.948
3,12,9,21,F,-47.605,7738.2934,5684.17138671875,999948.893
1,11,10,21,Ne,-5731.776,7971.7136,-3546.9189453125,993846.685
-1,10,11,21,Na,-2184.857,7765.5581,-13088.7080078125,997654.459
-3,9,12,21,Mg,10903.851,7105.0317,-16186.0,11705.764
-5,8,13,21,Al,27090.0,6297.0,0.0,29082.0
10,16,6,22,C,53611.203,5421.0778,21846.3984375,57553.99
8,15,7,22,N,31764.805,6378.5347,22481.7734375,34100.918
6,14,8,22,O,9283.032,7364.8722,6489.65625,9965.744
4,13,9,22,F,2793.376,7624.2954,10818.091796875,2998.812
2,12,10,22,Ne,-8024.716,8080.4656,-2843.32421875,991385.113
0,11,11,22,Na,-5181.391,7915.6624,-4781.4052734375,994437.547
-2,10,12,22,Mg,-399.986,7662.7645,-18601.0,999570.597
-4,9,13,22,Al,18201.0,6782.0,-15439.0,19540.0
-6,8,14,22,Si,33640.0,6044.0,0.0,36114.0
11,17,6,23,C,64171.0,5077.0,27450.0,68890.0
9,16,7,23,N,36720.429,6236.6721,22099.05859375,39421.0
7,15,8,23,O,14621.371,7163.4856,11336.107421875,15696.686
5,14,9,23,F,3285.263,7622.3447,8439.30859375,3526.875
3,13,10,23,Ne,-5154.045,7955.2561,4375.80859375,994466.905
1,12,11,23,Na,-9529.85352,8111.4936,-4056.178955078125,989769.28195
-1,11,12,23,Mg,-5473.675,7901.1229,-12221.74609375,994123.768
-3,10,13,23,Al,6748.071,7335.7275,-17202.0,7244.351
-5,9,14,23,Si,23950.0,6554.0,0.0,25711.0
10,17,7,24,N,46938.0,5887.0,28438.0,50390.0
8,16,8,24,O,18500.404,7039.6855,10955.888671875,19861.0
6,15,9,24,F,7544.516,7463.5831,13496.158203125,8099.37
4,14,10,24,Ne,-5951.642,7993.3252,2466.25830078125,993610.649
2,13,11,24,Na,-8417.901,8063.4882,5515.67724609375,990963.012
0,12,12,24,Mg,-13933.578,8260.7103,-13884.765625,985041.689
-2,11,13,24,Al,-48.812,7649.5806,-10793.998046875,999947.598
-4,10,14,24,Si,10745.186,7167.2329,-23275.0,11535.43
-6,9,15,24,P,34020.0,6165.0,0.0,36522.0
11,18,7,25,N,55983.0,5613.0,28654.0,60100.0
9,17,8,25,O,27329.03,6727.8058,15994.86328125,29338.919
7,16,9,25,F,11334.167,7336.3065,13369.669921875,12167.727
5,15,10,25,Ne,-2035.503,7839.7994,7322.310546875,997814.797
3,14,11,25,Na,-9357.814,8101.3979,3834.968505859375,989953.974
1,13,12,25,Mg,-13192.782,8223.5028,-4276.80810546875,985836.966
-1,12,13,25,Al,-8915.974,8021.1366,-12743.2958984375,990428.308
-3,11,14,25,Si,3827.322,7480.1109,-16363.0,4108.798
-5,10,15,25,P,20190.0,6794.0,0.0,21675.0
10,18,8,26,O,34661.041,6497.479,15986.3857421875,37210.155
8,17,9,26,F,18674.655,7082.2497,18193.541015625,20048.065
6,16,10,26,Ne,481.114,7751.911,7341.89404296875,516.496
4,15,11,26,Na,-6860.78,8004.2013,9353.7626953125,992634.649
2,14,12,26,Mg,-16214.544,8333.8711,-4004.404296875,982592.972
0,13,13,26,Al,-12210.139,8149.7653,-5069.13623046875,986891.876
-2,12,14,26,Si,-7141.003,7924.7083,-18114.0,992333.818
-4,11,15,26,P,10973.0,7198.0,-16707.0,11780.0
-6,10,16,26,S,27680.0,6525.0,0.0,29716.0
11,19,8,27,O,44670.0,6185.0,19536.0,47955.0
9,18,9,27,F,25133.478,6879.6662,18082.568359375,26981.897
7,17,10,27,Ne,7050.91,7520.4151,12568.7001953125,7569.462
5,16,11,27,Na,-5517.791,7956.9467,9068.8037109375,994076.408
3,15,12,27,Mg,-14586.594,8263.8525,2610.269287109375,984340.647
1,14,13,27,Al,-17196.864,8331.5533,-4812.3583984375,981538.408
-1,13,14,27,Si,-12384.505,8124.342,-11725.47265625,986704.687
-3,12,15,27,P,-659.032,7661.0894,-18150.0,999292.499
-5,11,16,27,S,17491.0,6960.0,0.0,18777.0
12,20,8,28,O,52080.0,5988.0,18676.0,55910.0
10,19,9,28,F,33403.796,6626.8567,22104.05859375,35860.448
8,18,10,28,Ne,11299.738,7388.3463,12288.0537109375,12130.767
6,17,11,28,Na,-988.315,7799.2644,14031.6298828125,998939.0
4,16,12,28,Mg,-15019.946,8272.4531,1830.7740478515625,983875.426
2,15,13,28,Al,-16850.719,8309.8969,4642.07763671875,981910.009
0,14,14,28,Si,-21492.79711,8447.7445,-14344.9404296875,976926.53442
-2,13,15,28,P,-7147.856,7907.4842,-11221.0595703125,992326.46
-4,12,16,28,S,4073.203,7478.7911,-24197.0,4372.762
-6,11,17,28,Cl,28270.0,6587.0,0.0,30349.0
11,20,9,29,F,40150.19,6444.0314,21750.38671875,43103.0
9,19,10,29,Ne,18399.803,7167.0673,15719.8095703125,19753.0
7,18,11,29,Na,2679.994,7682.1522,13292.353515625,2877.091
5,17,12,29,Mg,-10612.36,8113.5317,7595.40234375,988607.163
3,16,13,29,Al,-18207.762,8348.4647,3687.319091796875,980453.164
1,15,14,29,Si,-21895.08154,8448.6361,-4942.232421875,976494.66434
-1,14,15,29,P,-16952.849,8251.2368,-13858.42578125,981800.368
-3,13,16,29,S,-3094.423,7746.3826,-17117.0,996678.0
-5,12,17,29,Cl,14022.0,7129.0,-23947.0,15053.0
-7,11,18,29,Ar,37969.0,6276.0,0.0,40761.0
12,21,9,30,F,48960.0,6205.0,25680.0,52561.0
10,20,10,30,Ne,23280.12,7034.5317,14805.4501953125,24992.235
8,19,11,30,Na,8474.67,7501.9685,17356.04296875,9097.931
6,18,12,30,Mg,-8881.373,8054.425,6982.744140625,990465.454
4,17,13,30,Al,-15864.116,8261.1049,8568.845703125,982969.171
2,16,14,30,Si,-24432.962,8520.6549,-4232.1064453125,973770.137
0,15,15,30,P,-20200.856,8353.5064,-6141.6015625,978313.49
-2,14,16,30,S,-14059.254,8122.7081,-18733.802734375,984906.77
-4,13,17,30,Cl,4674.548,7472.1698,-17397.0,5018.333
-6,12,18,30,Ar,22071.0,6866.0,0.0,23694.0
13,22,9,31,F,56843.0,6011.0,25661.0,61023.0
11,21,10,31,Ne,31181.594,6813.0902,18935.5625,33474.816
9,20,11,31,Na,12246.031,7398.6778,15368.18359375,13146.654
7,19,12,31,Mg,-3122.152,7869.1886,11828.556640625,996648.232
5,18,13,31,Al,-14950.709,8225.518,7998.32861328125,983949.754
3,17,14,31,Si,-22949.037,8458.2916,1491.507080078125,975363.196
1,16,15,31,P,-24440.54442,8481.1677,-5398.01318359375,973761.99768
-1,15,16,31,S,-19042.531,8281.8013,-12007.978515625,979557.002
-3,14,17,31,Cl,-7034.552,7869.2101,-18360.0,992448.097
-5,13,18,31,Ar,11325.0,7252.0,-22935.0,12158.0
-7,12,19,31,K,34260.0,6487.0,0.0,36780.0
12,22,10,32,Ne,36999.0,6671.0,18359.0,39720.0
10,21,11,32,Na,18640.152,7219.8815,19469.052734375,20011.024
8,20,12,32,Mg,-828.901,7803.8411,10270.4677734375,999110.138
6,19,13,32,Al,-11099.368,8100.3449,12978.3203125,988084.338
4,18,14,32,Si,-24077.689,8481.469,227.18719482421875,974151.538
2,17,15,32,P,-24304.876,8464.1203,1710.6607666015625,973907.643
0,16,16,32,S,-26015.53714,8493.1301,-12680.8310546875,972071.17354
-2,15,17,32,Cl,-13334.706,8072.4058,-11134.353515625,985684.605
-4,14,18,32,Ar,-2200.352,7700.0089,-24190.0,997637.824
-6,13,19,32,K,21990.0,6920.0,0.0,23607.0
13,23,10,33,Ne,46130.0,6436.0,22350.0,49523.0
11,22,11,33,Na,23780.113,7089.9262,18817.240234375,25529.0
9,21,12,33,Mg,4962.873,7636.4382,13460.2548828125,5327.862
7,20,13,33,Al,-8497.382,8020.6172,12016.9462890625,990877.685
5,19,14,33,Si,-20514.328,8361.0596,5823.0224609375,977976.964
3,18,15,33,P,-26337.35,8513.8073,248.50790405273438,971725.692
1,17,16,33,S,-26585.8583,8497.6304,-5582.51806640625,971458.90862
-1,16,17,33,Cl,-21003.34,8304.7557,-11619.044921875,977451.988
-3,15,18,33,Ar,-9384.295,7928.9559,-16925.0,989925.545
-5,14,19,33,K,7540.0,7392.0,-23489.0,8095.0
-7,13,20,33,Ca,31030.0,6657.0,0.0,33312.0
14,24,10,34,Ne,52842.0,6287.0,21161.0,56728.0
12,23,11,34,Na,31680.114,6886.4377,23356.791015625,34010.0
10,22,12,34,Mg,8323.324,7550.3919,11320.9423828125,8935.455
8,21,13,34,Al,-2997.619,7860.3506,16994.064453125,996781.924
6,20,14,34,Si,-19991.684,8337.1659,4557.017578125,978538.045
4,19,15,34,P,-24548.702,8448.1856,5382.98779296875,973645.886
2,18,16,34,S,-29931.689,8583.4986,-5491.603515625,967867.011
0,17,17,34,Cl,-24440.086,8398.9706,-6061.79296875,973762.49
-2,16,18,34,Ar,-18378.293,8197.6724,-17158.0,980270.092
-4,15,19,34,K,-1220.0,7670.0,-16110.0,998690.0
-6,14,20,34,Ca,14890.0,7173.0,0.0,15985.0
13,24,11,35,Na,37831.0,6745.0,22192.0,40614.0
11,23,12,35,Mg,15639.786,7356.2338,15863.515625,16790.0
9,22,13,35,Al,-223.73,7787.1243,14167.75,999759.816
7,21,14,35,Si,-14391.48,8169.5644,10466.3291015625,984550.111
5,20,15,35,P,-24857.809,8446.2496,3988.400634765625,973314.045
3,19,16,35,S,-28846.21,8537.8511,167.32179260253906,969032.321
1,18,17,35,Cl,-29013.532,8520.279,-5966.24267578125,968852.694
-1,17,18,35,Ar,-23047.289,8327.4621,-11874.3955078125,975257.719
-3,16,19,35,K,-11172.893,7965.8409,-16363.0,988005.406
-5,15,20,35,Ca,5190.0,7476.0,-21910.0,5572.0
-7,14,21,35,Sc,27100.0,6828.0,0.0,29093.0
14,25,11,36,Na,45903.0,6557.0,25523.0,49279.0
12,24,12,36,Mg,20380.159,7244.4202,14429.775390625,21879.0
10,23,13,36,Al,5950.384,7623.5154,18386.509765625,6388.0
8,22,14,36,Si,-12436.125,8112.5199,7814.91943359375,986649.271
6,21,15,36,P,-20251.045,8307.8692,10413.0966796875,978259.61
4,20,16,36,S,-30664.141,8575.39,-1142.1329345703125,967080.692
2,19,17,36,Cl,-29522.008,8521.9322,709.5343017578125,968306.822
0,18,18,36,Ar,-30231.542,8519.9096,-12814.3603515625,967545.106
-2,17,19,36,K,-17417.182,8142.2233,-10966.015625,981301.887
-4,16,20,36,Ca,-6451.166,7815.8799,-22601.0,993074.388
-6,15,21,36,Sc,16150.0,7166.0,0.0,17338.0
15,26,11,37,Na,53134.0,6403.0,24923.0,57042.0
13,25,12,37,Mg,28211.478,7055.1115,18401.9140625,30286.265
11,24,13,37,Al,9809.564,7531.316,16381.076171875,10531.0
9,23,14,37,Si,-6571.512,7952.9033,12424.5,992945.191
7,22,15,37,P,-18996.012,8267.5561,7900.41357421875,979606.942
5,21,16,37,S,-26896.426,8459.9363,4865.1259765625,971125.5
3,20,17,37,Cl,-31761.552,8570.2816,-813.8729248046875,965902.573
1,19,18,37,Ar,-30947.679,8527.1406,-6147.4775390625,966776.301
-1,18,19,37,K,-24800.201,8339.848,-11664.1318359375,973375.89
-3,17,20,37,Ca,-13136.07,8003.4567,-16916.0,985897.849
-5,16,21,37,Sc,3780.0,7525.0,-21390.0,4058.0
-7,15,22,37,Ti,25170.0,6926.0,0.0,27021.0
16,27,11,38,Na,61905.0,6216.0,27831.0,66458.0
14,26,12,38,Mg,34074.0,6928.0,17604.0,36580.0
12,25,13,38,Al,16470.0,7370.0,20640.0,17681.0
10,24,14,38,Si,-4170.299,7892.8297,10451.265625,995523.0
8,23,15,38,P,-14621.565,8147.2749,12239.6513671875,984303.105
6,22,16,38,S,-26861.216,8448.7829,2936.89990234375,971163.3
4,21,17,38,Cl,-29798.116,8505.4817,4916.7109375,968010.408
2,20,18,38,Ar,-34714.827,8614.2807,-5914.06689453125,962732.102
0,19,19,38,K,-28800.76,8438.0593,-6742.25634765625,969081.114
-2,18,20,38,Ca,-22058.503,8240.0434,-17809.0,976319.223
-4,17,21,38,Sc,-4249.0,7751.0,-15619.0,995438.0
-6,16,22,38,Ti,11370.0,7319.0,0.0,12206.0
17,28,11,39,Na,69977.0,6056.0,27201.0,75123.0
15,27,12,39,Mg,42775.0,6734.0,21286.0,45921.0
13,26,13,39,Al,21490.0,7260.0,19169.0,23070.0
11,25,14,39,Si,2320.352,7730.9793,15094.9873046875,2491.0
9,24,15,39,P,-12774.636,8097.9701,10388.0361328125,986285.865
7,23,16,39,S,-23162.672,8344.2698,6637.54638671875,975133.85
5,22,17,39,Cl,-29800.218,8494.4032,3441.977294921875,968008.151
3,21,18,39,Ar,-33242.195,8562.5988,565.0,964313.037
1,20,19,39,K,-33807.19535,8557.0258,-6524.48876953125,963706.48482
-1,19,20,39,Ca,-27282.707,8369.6711,-13109.98046875,970710.811
-3,18,21,39,Sc,-14172.726,8013.4575,-16673.0,984784.953
-5,17,22,39,Ti,2500.0,7566.0,-20070.0,2684.0
-7,16,23,39,V,22570.0,7031.0,0.0,24230.0
16,28,12,40,Mg,49550.0,6598.0,20729.0,53194.0
14,27,13,40,Al,28820.0,7097.0,23154.0,30940.0
12,26,14,40,Si,5666.876,7655.8247,13806.0654296875,6083.641
10,25,15,40,P,-8139.189,7981.4177,14698.66015625,991262.221
8,24,16,40,S,-22837.85,8329.3255,4719.96875,975482.561
6,23,17,40,Cl,-27557.818,8427.766,7482.08154296875,970415.466
4,22,18,40,Ar,-35039.89997,8595.2594,-1504.403076171875,962383.12204
2,21,19,40,K,-33535.497,8538.0907,1310.9051513671875,963998.165
0,20,20,40,Ca,-34846.402,8551.3046,-14323.048828125,962590.85
-2,19,21,40,Sc,-20523.353,8173.6697,-11529.9140625,977967.275
-4,18,22,40,Ti,-8993.439,7865.8632,-21463.0,990345.146
-6,17,23,40,V,12470.0,7310.0,0.0,13387.0
17,29,12,41,Mg,58100.0,6425.0,23510.0,62373.0
15,28,13,41,Al,34590.0,6980.0,21390.0,37134.0
13,27,14,41,Si,13200.0,7482.0,18180.0,14171.0
11,26,15,41,P,-4979.767,7906.5513,14028.8125,994654.0
9,25,16,41,S,-19008.58,8229.6358,8298.611328125,979593.451
7,24,17,41,Cl,-27307.192,8412.9593,5760.31787109375,970684.525
5,23,18,41,Ar,-33067.51,8534.3733,2492.039306640625,964500.57
3,22,19,41,K,-35559.5488,8576.0731,-421.6405944824219,961825.25611
1,21,20,41,Ca,-35137.908,8546.7075,-6495.54833984375,962277.905
-1,20,21,41,Sc,-28642.36,8369.1979,-12944.8212890625,969251.163
-3,19,22,41,Ti,-15697.539,8034.3889,-16008.0,983148.0
-5,18,23,41,V,310.0,7625.0,-20100.0,333.0
-7,17,24,41,Cr,20410.0,7116.0,0.0,21911.0
16,29,13,42,Al,41990.0,6829.0,25150.0,45078.0
14,28,14,42,Si,16840.0,7410.0,15748.0,18078.0
12,27,15,42,P,1091.842,7765.9122,18729.58984375,1172.14
10,26,16,42,S,-17637.748,8193.2275,7194.02197265625,981065.1
8,25,17,42,Cl,-24831.77,8345.8864,9590.908203125,973342.0
6,24,18,42,Ar,-34422.678,8555.6141,599.3527221679688,963045.737
4,23,19,42,K,-35022.031,8551.2571,3525.2626953125,962402.305
2,22,20,42,Ca,-38547.293,8616.5646,-6426.29052734375,958617.78
0,21,21,42,Sc,-32121.003,8444.9303,-7016.6494140625,965516.686
-2,20,22,42,Ti,-25104.353,8259.24,-17485.0,973049.369
-4,19,23,42,V,-7620.0,7824.0,-14679.0,991820.0
-6,18,24,42,Cr,7060.0,7456.0,0.0,7579.0
17,30,13,43,Al,48270.0,6712.0,23940.0,51820.0
15,29,14,43,Si,24330.0,7251.0,19289.0,26119.0
13,28,15,43,P,5040.0,7681.0,17236.0,5411.0
11,27,16,43,S,-12195.461,8063.8276,11964.0498046875,986907.635
9,26,17,43,Cl,-24159.51,8323.8672,7850.30029296875,974063.7
7,25,18,43,Ar,-32009.811,8488.2382,4565.58349609375,965636.056
5,24,19,43,K,-36575.394,8576.2204,1833.478271484375,960734.701
3,23,20,43,Ca,-38408.873,8600.6653,-2220.72265625,958766.381
1,22,21,43,Sc,-36188.15,8530.8265,-6872.55908203125,961150.425
-1,21,22,43,Ti,-29315.591,8352.8054,-11399.2333984375,968528.42
-3,20,23,43,V,-17916.358,8069.5129,-15946.0,980766.0
-5,19,24,43,Cr,-1970.0,7680.0,-19340.0,997885.0
-7,18,25,43,Mn,17370.0,7213.0,0.0,18647.0
16,30,14,44,Si,29310.0,7156.0,18200.0,31466.0
14,29,15,44,P,11110.0,7552.0,20314.0,11927.0
12,28,16,44,S,-9204.236,7996.0154,11274.7373046875,990118.846
10,27,17,44,Cl,-20478.973,8234.4788,12194.287109375,978014.918
8,26,18,44,Ar,-32673.26,8493.8411,3108.237548828125,964923.814
6,25,19,44,K,-35781.498,8546.7023,5687.23193359375,961586.984
4,24,20,44,Ca,-41468.73,8658.1769,-3652.69482421875,955481.489
2,23,21,44,Sc,-37816.035,8557.3805,-267.44879150390625,959402.818
0,22,22,44,Ti,-37548.586,8533.5215,-13740.5068359375,959689.936
-2,21,23,44,V,-23808.079,8203.4567,-10386.1806640625,974440.977
-4,20,24,44,Cr,-13421.899,7949.6265,-20882.0,985591.0
-6,19,25,44,Mn,7460.0,7457.0,0.0,8009.0
17,31,14,45,Si,37090.0,7004.0,21130.0,39818.0
15,30,15,45,P,15960.0,7456.0,19301.0,17134.0
13,29,16,45,S,-3340.0,7867.0,14922.0,996414.0
11,28,17,45,Cl,-18262.544,8181.5991,11508.2568359375,980394.353
9,27,18,45,Ar,-29770.801,8419.9526,6844.84228515625,968039.731
7,26,19,45,K,-36615.643,8554.6747,4196.5869140625,960691.491
5,25,20,45,Ca,-40812.23,8630.5467,260.09100341796875,956186.27
3,24,21,45,Sc,-41072.321,8618.941,-2062.05517578125,955907.051
1,23,22,45,Ti,-39010.266,8555.7321,-7123.82470703125,958120.758
-1,22,23,45,V,-31886.441,8380.0394,-12371.6396484375,965768.498
-3,21,24,45,Cr,-19514.801,8087.7286,-14535.0,979050.0
-5,20,25,45,Mn,-4980.0,7747.0,-19388.0,994654.0
-7,19,26,45,Fe,14408.0,7299.0,0.0,15467.0
16,31,15,46,P,22840.0,7320.0,22200.0,24520.0
14,30,16,46,S,640.0,7785.0,14375.0,687.0
12,29,17,46,Cl,-13734.949,8080.7757,16036.306640625,985254.926
10,28,18,46,Ar,-29771.255,8412.3835,5642.6748046875,968039.244
8,27,19,46,K,-35413.929,8518.0428,7725.68017578125,961981.584
6,26,20,46,Ca,-43139.61,8668.9848,-1377.966552734375,953687.726
4,25,21,46,Sc,-41761.643,8622.0215,2366.6259765625,955167.034
2,24,22,46,Ti,-44128.269,8656.4623,-7052.3720703125,952626.356
0,23,23,46,V,-37075.897,8486.1423,-7604.326171875,960197.389
-2,22,24,46,Cr,-29471.57,8303.8233,-17053.822265625,968360.969
-4,21,25,46,Mn,-12417.748,7916.0805,-13628.0,986669.0
-6,20,26,46,Fe,1210.0,7603.0,0.0,1299.0
17,32,15,47,P,28810.0,7209.0,21610.0,30929.0
15,31,16,47,S,7200.0,7652.0,16781.0,7730.0
13,30,17,47,Cl,-9580.0,7992.0,15787.0,989715.0
11,29,18,47,Ar,-25367.274,8311.425,10344.7080078125,972767.112
9,28,19,47,K,-35711.982,8514.8795,6632.68359375,961661.612
7,27,20,47,Ca,-42344.665,8639.3548,1992.177001953125,954541.134
5,26,21,47,Sc,-44336.842,8665.0958,600.7694091796875,952402.444
3,25,22,47,Ti,-44937.612,8661.2325,-2930.542236328125,951757.491
1,24,23,47,V,-42007.07,8582.2348,-7443.97705078125,954903.558
-1,23,24,47,Cr,-34563.093,8407.2067,-11996.716796875,962894.995
-3,22,25,47,Mn,-22566.376,8135.3117,-15437.0,975774.0
-5,21,26,47,Fe,-7130.0,7790.0,-17750.0,992346.0
-7,20,27,47,Co,10620.0,7396.0,0.0,11401.0
16,32,16,48,S,12390.0,7552.0,16670.0,13301.0
14,31,17,48,Cl,-4280.0,7883.0,18075.0,995405.0
